t_index,ts_code,close,open,high,low,state,trend_regime,vol_regime,y,y_hat
298,000001.SZ,21.859999322154376,21.646383693599127,22.022754086767904,21.56500631129236,S4,T2,V3,1,0.58097255
299,000001.SZ,22.30757492484157,21.748105421482578,22.30757492484157,21.575178484080705,S5,T2,V2,0,0.5808792
300,000001.SZ,22.388952307148344,22.14482016022805,22.449985343878414,21.97189322282618,S4,T2,V3,0,0.580855
301,000001.SZ,22.1549923330164,22.46015751666676,22.4906740350318,21.870171494942724,S5,T2,V1,0,0.5807997
302,000001.SZ,21.870171494942724,22.07361495070964,22.10413146907467,21.72776107590589,S4,T2,V3,0,0.5806014
303,000001.SZ,22.05327060513294,21.92103235888445,22.470329689455102,21.880343667731072,S4,T2,V3,0,0.58126724
304,000001.SZ,22.012581913979563,22.25671406089985,22.30757492484157,21.67690021196416,S4,T2,V4,0,0.58144
305,000001.SZ,21.9312045316728,21.829482803789343,22.10413146907467,21.69724455754085,S5,T2,V1,0,0.58118373
306,000001.SZ,21.66672803917581,22.083787123497977,22.093959296286325,21.44294023783221,S4,T2,V3,0,0.58071494
307,000001.SZ,21.05639767187509,21.880343667731072,21.880343667731072,20.985192462356668,S5,UNK,V3,1,0.58061934
308,000001.SZ,21.13777505418185,21.07674201745177,21.239496782065302,20.94450377120329,S5,UNK,V3,1,0.5806153
309,000001.SZ,21.025881153510056,21.1479472269702,21.30052981879538,20.77157683380141,S5,UNK,V1,1,0.58061516
310,000001.SZ,20.71054379707134,21.117430708605163,21.127602881393507,20.425722958997667,S5,UNK,V3,1,0.58061516
311,000001.SZ,20.60882206918789,20.71054379707134,20.781749006589763,20.15107429371234,S5,UNK,V3,1,0.58061516
312,000001.SZ,21.514145447350632,20.374862095055946,21.605695002445746,20.2527960215958,S4,T2,V4,1,0.58061516
313,000001.SZ,22.06344277792129,21.44294023783221,22.327919270418267,21.28018547321869,S4,T2,V3,1,0.581512
314,000001.SZ,23.40616958598289,22.683945318010363,23.589268696173107,22.67377314522201,S5,UNK,V4,1,0.5802678
315,000001.SZ,23.37565306761785,23.589268696173107,23.62995738732649,23.172209611850946,S5,UNK,V3,1,0.5789943
316,000001.SZ,23.69099042405656,23.7215069424216,24.057188644436994,23.46720262271296,S5,UNK,V1,0,0.57765895
317,000001.SZ,23.33496437646447,24.2809764457806,24.647174666161032,23.29427568531109,S5,UNK,V3,1,0.57635343
318,000001.SZ,23.33496437646447,23.345136549252818,23.589268696173107,23.253586994157704,S5,UNK,V3,1,0.5750414
319,000001.SZ,23.752023460786635,23.69099042405656,23.85374518867009,23.172209611850946,S5,UNK,V1,1,0.5737074
320,000001.SZ,23.996155607706925,23.741851287998287,24.118221681167068,23.50789131386634,S5,UNK,V3,0,0.57229865
321,000001.SZ,23.69099042405656,23.752023460786635,23.894433879823467,23.40616958598289,S5,UNK,V4,1,0.57029563
322,000001.SZ,23.90460605261181,23.497719141078,24.108049508378723,23.497719141078,S5,UNK,V3,0,0.5682596
323,000001.SZ,24.46407555597081,24.07753299001369,24.718379875679453,23.792712151940016,S5,UNK,V4,0,0.5662005
324,000001.SZ,24.27080427299225,24.41321469202909,24.453903383182467,23.41634175877123,S5,UNK,V3,0,0.56412077
325,000001.SZ,23.93512257097685,24.02667212607196,24.15891037232045,23.457030449924613,S5,UNK,V4,1,0.5619938
326,000001.SZ,23.95546691655354,23.69099042405656,24.047016471648654,23.2739313397344,S5,UNK,V3,1,0.55990165
327,000001.SZ,23.46720262271296,23.924950398188503,23.996155607706925,23.23324264858101,S1,T1,V1,1,0.5569387
328,000001.SZ,23.907991067093896,23.72345254256229,24.020764609863207,23.1698369689675,S2,T1,V3,1,0.55311847
329,000001.SZ,24.195050994143045,23.733704682814047,24.420598079681668,23.528661877778937,S2,T1,V4,0,0.55114543
330,000001.SZ,24.50261520169571,24.45135450043693,24.71791014698258,23.990008189107936,S2,T1,V4,1,0.551131
331,000001.SZ,24.195050994143045,24.420598079681668,24.738414427486088,24.113033872129005,S2,T1,V3,1,0.5510987
332,000001.SZ,24.420598079681668,24.00026032935969,24.44110236018518,23.85673036583512,S2,T1,V3,1,0.5509781
333,000001.SZ,24.08227745137373,24.4821109211922,24.69740586647907,23.610678999792984,S5,UNK,V4,1,0.5506905
334,000001.SZ,24.07202531112198,24.07202531112198,24.195050994143045,23.774713243821072,S5,UNK,V3,1,0.55012566
335,000001.SZ,25.2202650193186,24.13353815263251,25.353542842591423,24.041268890366712,S1,T1,V1,0,0.5487766
336,000001.SZ,25.64060276964058,25.261273580325625,25.75337631240989,25.117743616801047,S2,T1,V3,0,0.5459032
337,000001.SZ,25.415055684101954,25.53808136712302,25.79438487341691,25.13824789730456,S2,T1,V4,0,0.54152215
338,000001.SZ,25.117743616801047,25.302282141332643,25.33303856208791,24.769170848241355,S2,T1,V4,1,0.5370639
339,000001.SZ,24.81017940924838,24.9434572325212,25.14850003755632,24.51286734194747,S2,T1,V3,1,0.53265065
340,000001.SZ,24.523119482199228,24.81017940924838,24.86144011050716,24.09252959162549,S5,UNK,V3,1,0.5283122
341,000001.SZ,24.49236306144396,24.49236306144396,24.523119482199228,23.969503908604427,S5,UNK,V4,1,0.5240915
342,000001.SZ,24.369337378422887,24.318076677164115,24.74866656773785,24.27706811615709,S5,UNK,V1,1,0.51997924
343,000001.SZ,25.158752177808065,24.59488446396151,25.5893420683818,24.40009379917816,S5,UNK,V3,0,0.5188688
344,000001.SZ,24.912700811765937,25.09723933629753,25.09723933629753,24.53337162245098,S5,UNK,V3,0,0.5188688
345,000001.SZ,25.14850003755632,24.7589187079896,25.18950859856333,24.55387590295449,S5,UNK,V4,0,0.5188688
346,000001.SZ,25.271525720577376,25.04597863503876,25.50732494636776,24.789675128744868,S5,UNK,V4,0,0.5188688
347,000001.SZ,24.81017940924838,25.28177786082913,25.69186347089936,24.7589187079896,S5,UNK,V4,0,0.5188783
348,000001.SZ,23.95925176835267,24.92295295201769,24.96396151302472,23.702948262058783,S5,UNK,V3,0,0.51939297
349,000001.SZ,23.805469664576336,23.938747487849163,24.020764609863207,23.374879774002608,S5,UNK,V3,0,0.5221894
350,000001.SZ,23.846478225583365,23.805469664576336,23.990008189107936,23.590174719289475,S5,UNK,V4,0,0.5260196
351,000001.SZ,23.68244398155528,23.600426859541223,24.28732025640885,23.600426859541223,S5,UNK,V1,0,0.5301108
352,000001.SZ,23.221097670226268,23.713200402310537,23.86698250608687,22.954542023680627,S5,UNK,V3,1,0.53433454
353,000001.SZ,22.71874279789025,23.1698369689675,23.241601950729784,22.56496069411392,S5,UNK,V3,1,0.5386298
354,000001.SZ,23.54916615828245,22.94428988342888,23.67219184130352,22.81101206015605,S5,UNK,V3,0,0.54300725
355,000001.SZ,23.72345254256229,23.426140475261384,24.00026032935969,23.29286265198856,S5,UNK,V3,0,0.5474569
356,000001.SZ,23.66193970105176,23.610678999792984,23.702948262058783,23.25185409098154,S5,UNK,V4,1,0.5514339
357,000001.SZ,23.94899962810092,23.66193970105176,24.195050994143045,23.641435420548248,S5,UNK,V1,0,0.55500424
358,000001.SZ,23.35437549349909,23.94899962810092,23.97975604885618,23.046811285946426,S5,UNK,V3,0,0.5586252
359,000001.SZ,22.90328132242185,23.149332688463986,23.36462763375085,22.554708553862163,S5,UNK,V3,1,0.5617397
360,000001.SZ,23.190341249471008,22.92378560292536,23.508157597275428,22.91353346267361,S5,UNK,V4,0,0.56374633
361,000001.SZ,23.784965384072827,23.38513191425436,24.09252959162549,23.08781984695345,S4,T2,V4,0,0.56573975
362,000001.SZ,22.359917889078808,23.29286265198856,23.31336693249208,22.30865718782003,S5,UNK,V3,0,0.5676861
363,000001.SZ,22.616221395372698,22.236892206057743,22.708490657638496,21.62176379095241,S5,UNK,V3,0,0.5696202
364,000001.SZ,23.35437549349909,22.636725675876203,23.57992257903772,22.40092645008583,S4,T2,V4,0,0.571506
365,000001.SZ,23.11857626770872,23.25185409098154,23.631183280296494,23.06731556644994,S4,T2,V3,0,0.57318795
366,000001.SZ,22.052353681526142,23.35437549349909,23.35437549349909,21.73453733372172,S5,UNK,V4,1,0.5744573
367,000001.SZ,21.806302315484007,21.837058736239275,22.175379364547208,21.54999880919012,S5,UNK,V3,1,0.57570064
368,000001.SZ,21.693528772714696,22.042101541274388,22.042101541274388,21.4167209859173,S5,UNK,V4,1,0.57691514
369,000001.SZ,21.65252021170768,21.683276632462945,21.8780672972463,21.05789607710585,S5,UNK,V4,0,0.5780965
370,000001.SZ,21.28344316264448,21.52949452868661,21.52949452868661,20.924618253833035,S5,UNK,V1,0,0.5793103
371,000001.SZ,22.165127224295453,21.242434601637456,22.267648626813006,21.150165339371654,S5,UNK,V3,0,0.58051217
372,000001.SZ,21.8780672972463,21.949832279008582,22.370170029330563,21.837058736239275,S5,UNK,V3,0,0.58151746
373,000001.SZ,21.74478947397348,21.89857157774981,21.9703365595121,21.30394744314799,S5,UNK,V4,0,0.58076894
374,000001.SZ,21.1194089186164,21.632015931204165,21.73453733372172,20.986131095343566,S5,UNK,V4,0,0.5799114
375,000001.SZ,20.965626814840054,21.09890463811288,21.324451723651503,20.709323308546168,S5,UNK,V3,0,0.57889426
376,000001.SZ,20.893861833077768,20.965626814840054,21.180921760126925,20.750331869553182,S1,T3,V4,0,0.57767063
377,000001.SZ,20.60680190602861,20.893861833077768,20.893861833077768,20.50428050351106,S2,T3,V1,0,0.57605046
378,000001.SZ,19.274023673300395,20.46327194250404,20.494028363259297,18.89469448398544,S2,T3,V3,0,0.5740472
379,000001.SZ,18.207801087117826,19.345788655062684,19.46881433808375,18.04376684308973,S2,T3,V3,1,0.5732051
380,000001.SZ,18.197548946866064,18.30007034938362,18.525617434922243,18.12578396510377,S2,T3,V4,1,0.57194567
381,000001.SZ,18.41284389215293,18.36158319089415,18.699903819202085,18.22830536762133,S2,T3,V1,0,0.570629
382,000001.SZ,18.136036105355533,18.37183533114591,18.50511315441873,17.67468979402653,S2,T3,V3,1,0.5692327
383,000001.SZ,18.464104593411708,18.08477540409676,18.59738241668453,17.613176952515996,S2,T3,V3,1,0.567731
384,000001.SZ,18.34107891039064,18.443600312908195,18.607634556936283,18.105279684600266,S2,T3,V3,1,0.5644647
385,000001.SZ,18.259061788376595,18.49486101416697,18.525617434922243,18.04376684308973,S2,T3,V4,1,0.55867875
386,000001.SZ,18.12578396510377,18.146288245607284,18.50511315441873,18.02326256258622,S2,T3,V4,1,0.5516994
387,000001.SZ,18.31032248963537,17.992506141830955,18.3513310506424,17.889984739313395,S2,T3,V3,1,0.54355836
388,000001.SZ,19.540579319846035,18.36158319089415,19.7353699846294,18.289818209131862,S5,UNK,V3,1,0.53496337
389,000001.SZ,20.227472716713656,19.571335740601302,20.483776223007546,19.376545075817948,S5,UNK,V3,0,0.52599645
390,000001.SZ,20.3094898387277,20.494028363259297,21.09890463811288,20.19671629595839,S5,UNK,V4,1,0.51669425
391,000001.SZ,20.391506960741747,20.288985558224187,20.811844711063724,20.124951314196103,S5,UNK,V1,1,0.5071583
392,000001.SZ,20.391506960741747,20.27873341797244,20.42226338149701,19.99167349092328,S5,UNK,V1,0,0.49731582
393,000001.SZ,20.45301980225228,20.596549765776857,20.709323308546168,20.06343847268557,S5,UNK,V1,0,0.4872482
394,000001.SZ,20.165959875203125,20.350498399734725,20.72982758904968,20.10444703369259,S5,UNK,V3,0,0.4768992
395,000001.SZ,21.1399131991199,20.165959875203125,21.73453733372172,20.04293419218206,S5,UNK,V3,0,0.46891287
396,000001.SZ,20.852853272070742,20.996383235595324,21.1399131991199,20.524784784014567,S5,UNK,V3,0,0.46257392
397,000001.SZ,19.90965636890924,20.47352408275579,20.576045485273344,19.171502270782835,S4,T4,V4,0,0.45738733
398,000001.SZ,19.78663068588817,19.99167349092328,20.555541204769835,19.59184002110481,S4,T4,V3,0,0.45054406
399,000001.SZ,19.8481435273987,19.83789138714695,20.47352408275579,19.69436142362237,S4,T4,V4,0,0.44214088
400,000001.SZ,19.64310072236359,19.90965636890924,19.96091707016801,19.427805777076724,S5,UNK,V1,0,0.4337566
401,000001.SZ,18.925450904740707,19.684109283370613,19.74562212488115,18.874190203481927,S5,UNK,V3,0,0.42551002
402,000001.SZ,18.85368592297841,19.027972307258256,19.35604079531444,18.77166880096437,S5,UNK,V3,0,0.42036334
403,000001.SZ,18.1667925261108,18.669147398446817,18.75116452046086,17.992506141830955,S1,T3,V1,1,0.41706017
404,000001.SZ,18.248809648124844,18.1667925261108,18.382087471397664,17.74645477578882,S2,T3,V3,1,0.41628137
405,000001.SZ,18.330826770138884,17.920741160068665,18.37183533114591,17.438890568236154,S2,T3,V4,1,0.41613606
406,000001.SZ,18.86393806323017,18.45385245315996,19.25351939279688,18.248809648124844,S2,T3,V1,1,0.41614398
407,000001.SZ,18.49486101416697,18.966459465747725,18.966459465747725,18.146288245607284,S3,T3,V3,1,0.41653344
408,000001.SZ,18.915198764488952,18.382087471397664,19.068980868265285,18.22830536762133,S3,T3,V4,1,0.42440453
409,000001.SZ,19.725117844377635,19.068980868265285,20.05318633243381,18.8126773619714,S5,T2,V2,1,0.43274936
410,000001.SZ,19.714865704125884,19.725117844377635,20.04293419218206,19.58158788085306,S4,T2,V3,1,0.43840876
411,000001.SZ,19.479066478335504,19.59184002110481,19.63284858211184,19.274023673300395,S5,T2,V1,1,0.44595474
412,000001.SZ,21.088652497861123,19.3662929355662,21.29369530289624,19.315032234307417,S5,UNK,V3,0,0.4518294
413,000001.SZ,20.71957544879793,20.87335755257425,21.02713965635059,20.3094898387277,S5,UNK,V3,0,0.45770332
414,000001.SZ,19.858395667650463,20.68881902804265,20.781088290308457,19.755874265132903,S4,T2,V4,0,0.46729615
415,000001.SZ,20.012177771426792,19.796882826139925,21.51924238843485,19.67385714311886,S4,T2,V3,0,0.4759698
416,000001.SZ,19.561083600349548,19.78663068588817,19.99167349092328,19.202258691538105,S4,T2,V4,0,0.48471627
417,000001.SZ,18.997215886503,19.376545075817948,19.479066478335504,18.874190203481927,S5,UNK,V3,0,0.4946017
418,000001.SZ,18.43334817265644,18.320574629887133,18.50511315441873,17.85922831855813,S5,UNK,V3,1,0.5047114
419,000001.SZ,18.12578396510377,18.55637385567751,18.78192094121613,18.095027544348508,S5,UNK,V3,1,0.5144253
420,000001.SZ,17.78746333679584,18.04376684308973,18.12578396510377,17.777211196544087,S5,UNK,V4,1,0.52375734
421,000001.SZ,18.013010422334464,17.643933373271263,18.12578396510377,17.49015126949493,S5,UNK,V3,1,0.53270435
422,000001.SZ,18.423096032404683,17.910489019816907,18.6281388374398,17.889984739313395,S5,UNK,V4,1,0.54133356
423,000001.SZ,18.607634556936283,18.31032248963537,18.9049466242372,18.15654038585904,S5,UNK,V3,1,0.5495559
424,000001.SZ,18.382087471397664,18.546121715425752,18.658895258195063,18.15654038585904,S5,UNK,V4,1,0.557212
425,000001.SZ,19.109989429272304,18.6281388374398,19.3662929355662,18.474356733663463,S5,T2,V2,1,0.5625303
426,000001.SZ,19.889152088405726,19.479066478335504,20.23772485696541,19.479066478335504,S5,UNK,V3,0,0.5643626
427,000001.SZ,19.83789138714695,19.78663068588817,20.20696843621015,19.684109283370613,S5,UNK,V3,1,0.56596124
428,000001.SZ,20.073690612937323,19.78663068588817,20.41201124124526,19.65335286261535,S5,UNK,V1,0,0.5674653
429,000001.SZ,19.69436142362237,20.08394275318908,20.42226338149701,19.3662929355662,S4,T2,V3,1,0.56884426
430,000001.SZ,20.15570773495137,19.479066478335504,20.40175910099349,19.479066478335504,S5,UNK,V3,1,0.5700174
431,000001.SZ,19.77637854563641,19.940412789664503,20.04293419218206,19.58158788085306,S4,T2,V3,1,0.57093906
432,000001.SZ,20.06343847268557,19.63284858211184,20.176212015454883,19.63284858211184,S5,UNK,V4,1,0.57057047
433,000001.SZ,19.725117844377635,20.24797699721717,20.27873341797244,19.67385714311886,S4,T2,V4,1,0.569385
434,000001.SZ,20.50428050351106,20.012177771426792,20.56579334502159,19.7353699846294,S5,UNK,V3,0,0.5674819
435,000001.SZ,20.54528906451808,20.668314747539146,21.109156778364632,20.29923769847595,S5,UNK,V3,0,0.5654334
436,000001.SZ,20.627306186532124,20.20696843621015,20.709323308546168,19.99167349092328,S5,UNK,V1,0,0.56330454
437,000001.SZ,20.555541204769835,20.56579334502159,20.965626814840054,20.36075053998648,S1,T1,V3,0,0.5611669
438,000001.SZ,20.42226338149701,20.50428050351106,20.678566887790904,20.08394275318908,S2,T1,V1,0,0.55910516
439,000001.SZ,20.2172205764619,20.29923769847595,20.442767662000527,19.858395667650463,S2,T1,V2,0,0.55527246
440,000001.SZ,19.99167349092328,20.124951314196103,20.23772485696541,19.807134966391683,S2,T1,V2,0,0.5534858
441,000001.SZ,19.87889994815397,19.81738710664344,20.227472716713656,19.489318618587266,S5,T2,V2,0,0.5558177
442,000001.SZ,18.63839097769155,19.858395667650463,19.981421350671525,18.443600312908195,S5,UNK,V4,0,0.55952716
443,000001.SZ,18.48460887391522,18.55637385567751,18.699903819202085,18.30007034938362,S5,UNK,V3,0,0.56175524
444,000001.SZ,18.320574629887133,18.535869575174,18.55637385567751,18.248809648124844,S5,UNK,V4,1,0.5638294
445,000001.SZ,18.08477540409676,18.30007034938362,18.45385245315996,18.013010422334464,S5,UNK,V3,1,0.5658703
446,000001.SZ,17.85922831855813,18.064271123593244,18.259061788376595,17.797715477047596,S5,UNK,V3,1,0.5677515
447,000001.SZ,17.972001861327442,17.920741160068665,18.095027544348508,17.695194074530043,S5,UNK,V4,1,0.5684477
448,000001.SZ,17.838724038054618,17.900236879565153,17.910489019816907,17.592672672012487,S5,UNK,V4,1,0.5684593
449,000001.SZ,18.8126773619714,17.78746333679584,18.89469448398544,17.756706916040574,S3,T3,V3,0,0.5684593
450,000001.SZ,18.730660239957352,18.77166880096437,19.09973728902055,18.56662599592926,S4,T2,V3,0,0.5684593
451,000001.SZ,18.89469448398544,18.8126773619714,19.09973728902055,18.658895258195063,S4,T2,V4,0,0.5684593
452,000001.SZ,18.67939953869857,18.822929502223147,19.00746802675475,18.6281388374398,S4,T2,V3,0,0.5684593
453,000001.SZ,18.56662599592926,18.607634556936283,18.761416660712616,18.43334817265644,S5,UNK,V3,0,0.5684593
454,000001.SZ,18.248809648124844,18.546121715425752,18.57687813618102,18.17704466636255,S5,UNK,V4,0,0.5684593
455,000001.SZ,18.607634556936283,18.248809648124844,18.699903819202085,18.146288245607284,S4,T2,V3,0,0.56948036
456,000001.SZ,18.57687813618102,18.48460887391522,18.71015595945384,18.3513310506424,S5,T2,V2,0,0.571374
457,000001.SZ,18.330826770138884,18.56662599592926,18.8126773619714,18.12578396510377,S5,UNK,V1,0,0.5731279
458,000001.SZ,18.320574629887133,18.218053227369573,18.402591751901173,18.105279684600266,S5,UNK,V3,0,0.5744021
459,000001.SZ,18.12578396510377,18.187296806614302,18.23855750787309,18.074523263844995,S5,UNK,V1,0,0.5756508
460,000001.SZ,18.02326256258622,18.064271123593244,18.11553182485202,17.961749721075684,S5,UNK,V3,1,0.5768726
461,000001.SZ,17.951497580823933,17.848976178306376,18.013010422334464,17.797715477047596,S5,UNK,V4,1,0.57805324
462,000001.SZ,17.879732599061644,17.982254001579197,18.12578396510377,17.78746333679584,S5,UNK,V1,1,0.57926655
463,000001.SZ,18.08477540409676,17.869480458809885,18.218053227369573,17.807967617299354,S5,UNK,V3,1,0.58047044
464,000001.SZ,18.033514702837973,18.064271123593244,18.259061788376595,17.807967617299354,S5,UNK,V3,1,0.58164287
465,000001.SZ,18.095027544348508,18.08477540409676,18.146288245607284,17.848976178306376,S5,UNK,V1,1,0.5810851
466,000001.SZ,18.55637385567751,18.30007034938362,19.027972307258256,18.248809648124844,S4,T2,V3,1,0.5802556
467,000001.SZ,18.925450904740707,18.761416660712616,19.14074585002757,18.607634556936283,S5,UNK,V3,0,0.580052
468,000001.SZ,18.93570304499245,18.915198764488952,19.017720167006505,18.61788669718804,S5,UNK,V4,0,0.5800214
469,000001.SZ,19.171502270782835,18.95620732549597,19.540579319846035,18.83318164247491,S5,UNK,V1,0,0.5799788
470,000001.SZ,18.84343378272666,18.976711605999487,19.171502270782835,18.730660239957352,S4,T2,V3,0,0.5792999
471,000001.SZ,18.730660239957352,18.93570304499245,19.35604079531444,18.63839097769155,S4,T2,V3,0,0.5795641
472,000001.SZ,18.02326256258622,18.61788669718804,18.6281388374398,17.961749721075684,S5,UNK,V4,1,0.5795697
473,000001.SZ,17.992506141830955,17.951497580823933,18.105279684600266,17.838724038054618,S5,UNK,V3,0,0.5795697
474,000001.SZ,18.1667925261108,17.992506141830955,18.17704466636255,17.900236879565153,S5,UNK,V1,0,0.5795697
475,000001.SZ,18.013010422334464,18.146288245607284,18.197548946866064,18.013010422334464,S5,UNK,V3,0,0.5795697
476,000001.SZ,17.961749721075684,18.002758282082706,18.095027544348508,17.889984739313395,S5,UNK,V4,0,0.5795697
477,000001.SZ,18.033514702837973,17.930993300320416,18.15654038585904,17.920741160068665,S5,UNK,V1,0,0.5795697
478,000001.SZ,17.828471897802864,18.064271123593244,18.08477540409676,17.736202635537065,S5,UNK,V3,0,0.5795697
479,000001.SZ,17.756706916040574,17.838724038054618,17.869480458809885,17.643933373271263,S5,UNK,V3,0,0.5795697
480,000001.SZ,17.74645477578882,17.76695905629233,17.78746333679584,17.643933373271263,S5,UNK,V4,0,0.5795697
